2016-09-12 17:11:03 INFO  ContextLoader:285 - Root WebApplicationContext: initialization started
2016-09-12 17:11:04 INFO  XmlWebApplicationContext:510 - Refreshing Root WebApplicationContext: startup date [Mon Sep 12 17:11:04 MSK 2016]; root of context hierarchy
2016-09-12 17:11:04 INFO  XmlBeanDefinitionReader:315 - Loading XML bean definitions from ServletContext resource [/WEB-INF/spring/root-context.xml]
2016-09-12 17:11:04 INFO  XmlBeanDefinitionReader:315 - Loading XML bean definitions from ServletContext resource [/WEB-INF/spring/util.xml]
2016-09-12 17:11:04 INFO  XmlBeanDefinitionReader:315 - Loading XML bean definitions from ServletContext resource [/WEB-INF/spring/data.xml]
2016-09-12 17:11:04 INFO  XmlBeanDefinitionReader:315 - Loading XML bean definitions from ServletContext resource [/WEB-INF/spring/inshop-security.xml]
2016-09-12 17:11:04 INFO  SpringSecurityCoreVersion:49 - You are running with Spring Security Core 3.2.3.RELEASE
2016-09-12 17:11:04 WARN  SpringSecurityCoreVersion:51 - **** You are advised to use Spring 3.2.8.RELEASE or later with this version. You are running: 3.2.10.RELEASE
2016-09-12 17:11:04 INFO  SecurityNamespaceHandler:75 - Spring Security 'config' module version is 3.2.3.RELEASE
2016-09-12 17:11:04 INFO  GlobalMethodSecurityBeanDefinitionParser:182 - Expressions were enabled for method security but no SecurityExpressionHandler was configured. All hasPermision() expressions will evaluate to false.
2016-09-12 17:11:04 INFO  FilterInvocationSecurityMetadataSourceParser:134 - Creating access control expression attribute 'isAuthenticated() and hasAnyRole('ADMIN','MANAGER')' for /admin/**
2016-09-12 17:11:04 INFO  FilterInvocationSecurityMetadataSourceParser:134 - Creating access control expression attribute 'isAnonymous()' for /login
2016-09-12 17:11:04 INFO  HttpSecurityBeanDefinitionParser:266 - Checking sorted filter chain: [Root bean: class [org.springframework.security.web.context.SecurityContextPersistenceFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 200, Root bean: class [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 400, Root bean: class [org.springframework.security.web.header.HeaderWriterFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 500, Root bean: class [org.springframework.security.web.authentication.logout.LogoutFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 700, <org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter#0>, order = 1100, Root bean: class [org.springframework.security.web.authentication.www.BasicAuthenticationFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 1500, Root bean: class [org.springframework.security.web.savedrequest.RequestCacheAwareFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 1600, Root bean: class [org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 1700, Root bean: class [org.springframework.security.web.authentication.rememberme.RememberMeAuthenticationFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 1900, Root bean: class [org.springframework.security.web.authentication.AnonymousAuthenticationFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 2000, Root bean: class [org.springframework.security.web.session.SessionManagementFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 2100, Root bean: class [org.springframework.security.web.access.ExceptionTranslationFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 2200, <org.springframework.security.web.access.intercept.FilterSecurityInterceptor#0>, order = 2300]
2016-09-12 17:11:05 INFO  PropertyPlaceholderConfigurer:172 - Loading properties file from ServletContext resource [/WEB-INF/jdbc.properties]
2016-09-12 17:11:05 INFO  AutowiredAnnotationBeanPostProcessor:141 - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2016-09-12 17:11:05 INFO  DefaultListableBeanFactory:603 - Pre-instantiating singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@44b61584: defining beans [appProperties,shopProperties,org.springframework.context.annotation.internalConfigurationAnnotationProcessor,org.springframework.context.annotation.internalAutowiredAnnotationProcessor,org.springframework.context.annotation.internalRequiredAnnotationProcessor,org.springframework.context.annotation.internalCommonAnnotationProcessor,org.springframework.context.annotation.internalPersistenceAnnotationProcessor,userDetailsDAOImpl,skuDAOImpl,brandDAOImpl,productOptionValueDAOImpl,productOptionDAOImpl,productDAOImpl,categoryDAOImpl,attributeDAOImpl,attributeValueDAOImpl,attributeCategoryDAOImpl,orderItemDAOImpl,orderDAOImpl,roleDAOImpl,accountDAOImpl,customerDAOImpl,BrandService,ProductService,CategoryService,AttributeCategoryService,OrderService,CustomerService,userDetailsService,accountServiceImpl,roleServiceImpl,orderNumberGenerator,org.springframework.aop.config.internalAutoProxyCreator,org.springframework.transaction.annotation.AnnotationTransactionAttributeSource#0,org.springframework.transaction.interceptor.TransactionInterceptor#0,org.springframework.transaction.config.internalTransactionAdvisor,transactionManager,messageSource,propertyConfigurer,dataSource,sessionFactory,jdbcTemplate,org.springframework.security.filterChains,org.springframework.security.filterChainProxy,org.springframework.security.web.DefaultSecurityFilterChain#0,org.springframework.security.web.DefaultSecurityFilterChain#1,org.springframework.security.web.DefaultSecurityFilterChain#2,org.springframework.security.web.DefaultSecurityFilterChain#3,org.springframework.security.web.DefaultSecurityFilterChain#4,org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler#0,org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource#0,org.springframework.security.access.vote.AffirmativeBased#0,org.springframework.security.access.intercept.aopalliance.MethodSecurityInterceptor#0,org.springframework.security.methodSecurityMetadataSourceAdvisor,passwordEncoder,org.springframework.security.web.PortMapperImpl#0,org.springframework.security.web.PortResolverImpl#0,org.springframework.security.config.authentication.AuthenticationManagerFactoryBean#0,org.springframework.security.authentication.ProviderManager#0,org.springframework.security.web.context.HttpSessionSecurityContextRepository#0,org.springframework.security.web.authentication.session.CompositeSessionAuthenticationStrategy#0,org.springframework.security.web.savedrequest.HttpSessionRequestCache#0,org.springframework.security.web.access.expression.DefaultWebSecurityExpressionHandler#0,org.springframework.security.access.vote.AffirmativeBased#1,org.springframework.security.web.access.intercept.FilterSecurityInterceptor#0,org.springframework.security.web.access.DefaultWebInvocationPrivilegeEvaluator#0,org.springframework.security.authentication.AnonymousAuthenticationProvider#0,org.springframework.security.web.authentication.rememberme.TokenBasedRememberMeServices#0,org.springframework.security.authentication.RememberMeAuthenticationProvider#0,org.springframework.security.web.authentication.www.BasicAuthenticationEntryPoint#0,org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter#0,org.springframework.security.userDetailsServiceFactory,org.springframework.security.web.DefaultSecurityFilterChain#5,org.springframework.security.authentication.dao.DaoAuthenticationProvider#0,org.springframework.security.authentication.DefaultAuthenticationEventPublisher#0,org.springframework.security.authenticationManager,org.springframework.context.annotation.ConfigurationClassPostProcessor.importAwareProcessor]; root of factory hierarchy
2016-09-12 17:11:05 INFO  PropertiesFactoryBean:172 - Loading properties file from class path resource [application.properties]
2016-09-12 17:11:05 INFO  PropertiesFactoryBean:172 - Loading properties file from class path resource [shop.properties]
2016-09-12 17:11:05 INFO  MLog:80 - MLog clients using log4j logging.
2016-09-12 17:11:05 INFO  C3P0Registry:204 - Initializing c3p0-0.9.1.2 [built 21-May-2007 15:04:56; debug? true; trace: 10]
2016-09-12 17:11:06 INFO  Version:37 - HCANN000001: Hibernate Commons Annotations {4.0.2.Final}
2016-09-12 17:11:06 INFO  Version:41 - HHH000412: Hibernate Core {4.2.12.Final}
2016-09-12 17:11:06 INFO  Environment:238 - HHH000206: hibernate.properties not found
2016-09-12 17:11:06 INFO  Environment:345 - HHH000021: Bytecode provider name : javassist
2016-09-12 17:11:07 INFO  AbstractPoolBackedDataSource:462 - Initializing c3p0 pool... com.mchange.v2.c3p0.ComboPooledDataSource [ acquireIncrement -> 1, acquireRetryAttempts -> 30, acquireRetryDelay -> 1000, autoCommitOnClose -> false, automaticTestTable -> null, breakAfterAcquireFailure -> false, checkoutTimeout -> 0, connectionCustomizerClassName -> null, connectionTesterClassName -> com.mchange.v2.c3p0.impl.DefaultConnectionTester, dataSourceName -> z8kfsx9j8j0vle1q0ujhx|400374e1, debugUnreturnedConnectionStackTraces -> false, description -> null, driverClass -> org.postgresql.Driver, factoryClassLocation -> null, forceIgnoreUnresolvedTransactions -> false, identityToken -> z8kfsx9j8j0vle1q0ujhx|400374e1, idleConnectionTestPeriod -> 0, initialPoolSize -> 3, jdbcUrl -> jdbc:postgresql://localhost:5432/inShop, maxAdministrativeTaskTime -> 0, maxConnectionAge -> 0, maxIdleTime -> 3000, maxIdleTimeExcessConnections -> 0, maxPoolSize -> 50, maxStatements -> 0, maxStatementsPerConnection -> 0, minPoolSize -> 5, numHelperThreads -> 3, numThreadsAwaitingCheckoutDefaultUser -> 0, preferredTestQuery -> null, properties -> {user=******, password=******}, propertyCycle -> 0, testConnectionOnCheckin -> false, testConnectionOnCheckout -> false, unreturnedConnectionTimeout -> 0, usesTraditionalReflectiveProxies -> false ]
2016-09-12 17:11:07 INFO  Dialect:130 - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
2016-09-12 17:11:08 INFO  LobCreatorBuilder:120 - HHH000424: Disabling contextual LOB creation as createClob() method threw error : java.lang.reflect.InvocationTargetException
2016-09-12 17:11:08 INFO  TransactionFactoryInitiator:68 - HHH000399: Using default transaction strategy (direct JDBC transactions)
2016-09-12 17:11:08 INFO  ASTQueryTranslatorFactory:48 - HHH000397: Using ASTQueryTranslatorFactory
2016-09-12 17:11:08 INFO  Version:27 - HV000001: Hibernate Validator 4.3.2.Final
2016-09-12 17:11:09 INFO  SchemaUpdate:182 - HHH000228: Running hbm2ddl schema update
2016-09-12 17:11:09 INFO  SchemaUpdate:193 - HHH000102: Fetching database metadata
2016-09-12 17:11:09 INFO  SchemaUpdate:205 - HHH000396: Updating schema
2016-09-12 17:11:10 INFO  TableMetadata:66 - HHH000261: Table found: public.account
2016-09-12 17:11:10 INFO  TableMetadata:67 - HHH000037: Columns: [updatedby, address, createddate, last_name, middle_name, version, enabled, createby, password, phone, updateddate, id, first_name, email, username]
2016-09-12 17:11:10 INFO  TableMetadata:69 - HHH000108: Foreign keys: []
2016-09-12 17:11:10 INFO  TableMetadata:70 - HHH000126: Indexes: [uk_de34gsw4qt8auhffbna969ahp, account_pkey]
2016-09-12 17:11:10 INFO  TableMetadata:66 - HHH000261: Table found: public.account_role
2016-09-12 17:11:10 INFO  TableMetadata:67 - HHH000037: Columns: [account_id, role_id]
2016-09-12 17:11:10 INFO  TableMetadata:69 - HHH000108: Foreign keys: [fk_gnubtyatwxo3v4lq0842ofuv0, fk_ou5nl4sogvj11y8m67oky0s35]
2016-09-12 17:11:10 INFO  TableMetadata:70 - HHH000126: Indexes: [account_role_pkey]
2016-09-12 17:11:10 INFO  TableMetadata:66 - HHH000261: Table found: public.attribute
2016-09-12 17:11:10 INFO  TableMetadata:67 - HHH000037: Columns: [createby, updatedby, attributecategory_id, createddate, ordering, name, updateddate, id, version, enabled, discriminator]
2016-09-12 17:11:10 INFO  TableMetadata:69 - HHH000108: Foreign keys: [fk_7dmfpafafib3t0wqrt0bgh2j1]
2016-09-12 17:11:10 INFO  TableMetadata:70 - HHH000126: Indexes: [attribute_pkey, uk_qihden3byku3gd2173l0qrlbn]
2016-09-12 17:11:10 INFO  TableMetadata:66 - HHH000261: Table found: public.attribute_category
2016-09-12 17:11:10 INFO  TableMetadata:67 - HHH000037: Columns: [createby, updatedby, createddate, ordering, name, updateddate, id, version, enabled]
2016-09-12 17:11:10 INFO  TableMetadata:69 - HHH000108: Foreign keys: []
2016-09-12 17:11:10 INFO  TableMetadata:70 - HHH000126: Indexes: [attribute_category_pkey, uk_fa7cx3itqmxes0si966whqo4y]
2016-09-12 17:11:10 INFO  TableMetadata:66 - HHH000261: Table found: public.attribute_decimal_value
2016-09-12 17:11:10 INFO  TableMetadata:67 - HHH000037: Columns: [attributevalue, id]
2016-09-12 17:11:10 INFO  TableMetadata:69 - HHH000108: Foreign keys: [fk_fvb1ey3br70akmjsa6kcor7wv]
2016-09-12 17:11:10 INFO  TableMetadata:70 - HHH000126: Indexes: [attribute_decimal_value_pkey]
2016-09-12 17:11:10 INFO  TableMetadata:66 - HHH000261: Table found: public.attribute_slist_value
2016-09-12 17:11:10 INFO  TableMetadata:67 - HHH000037: Columns: [attributevalue, id]
2016-09-12 17:11:10 INFO  TableMetadata:69 - HHH000108: Foreign keys: [fk_hli34bp4bmb5xos2ctp6ggxge]
2016-09-12 17:11:10 INFO  TableMetadata:70 - HHH000126: Indexes: [attribute_slist_value_pkey]
2016-09-12 17:11:10 INFO  TableMetadata:66 - HHH000261: Table found: public.attribute_string_value
2016-09-12 17:11:10 INFO  TableMetadata:67 - HHH000037: Columns: [attributevalue, id]
2016-09-12 17:11:10 INFO  TableMetadata:69 - HHH000108: Foreign keys: [fk_jibxon0ojefgtb3g9n9ybx4ag]
2016-09-12 17:11:10 INFO  TableMetadata:70 - HHH000126: Indexes: [attribute_string_value_pkey]
2016-09-12 17:11:10 INFO  TableMetadata:66 - HHH000261: Table found: public.attribute_value
2016-09-12 17:11:10 INFO  TableMetadata:67 - HHH000037: Columns: [createby, updatedby, createddate, attribute_id, product_id, updateddate, id, version, enabled, discriminator]
2016-09-12 17:11:10 INFO  TableMetadata:69 - HHH000108: Foreign keys: [fk_product_id, fk_attribute_id]
2016-09-12 17:11:10 INFO  TableMetadata:70 - HHH000126: Indexes: [attribute_value_pkey]
2016-09-12 17:11:10 INFO  TableMetadata:66 - HHH000261: Table found: public.brand
2016-09-12 17:11:10 INFO  TableMetadata:67 - HHH000037: Columns: [createby, updatedby, createddate, logo_url, name, updateddate, description, id, version, enabled, url]
2016-09-12 17:11:10 INFO  TableMetadata:69 - HHH000108: Foreign keys: []
2016-09-12 17:11:10 INFO  TableMetadata:70 - HHH000126: Indexes: [brand_url_index, brand_pkey]
2016-09-12 17:11:10 INFO  TableMetadata:66 - HHH000261: Table found: public.category
2016-09-12 17:11:10 INFO  TableMetadata:67 - HHH000037: Columns: [updatedby, createddate, ordering, description, long_description, version, enabled, url, createby, parent_id, name, updateddate, id]
2016-09-12 17:11:10 INFO  TableMetadata:69 - HHH000108: Foreign keys: [fk_parent]
2016-09-12 17:11:10 INFO  TableMetadata:70 - HHH000126: Indexes: [category_pkey, category_url_index]
2016-09-12 17:11:10 INFO  TableMetadata:66 - HHH000261: Table found: public.customer
2016-09-12 17:11:10 INFO  TableMetadata:67 - HHH000037: Columns: [updatedby, address, birthdate, createddate, last_name, middle_name, version, enabled, createby, account_id, phone, updateddate, id, first_name, email]
2016-09-12 17:11:10 INFO  TableMetadata:69 - HHH000108: Foreign keys: [fk_ql161kbjne8fd1h2vowojhv4r]
2016-09-12 17:11:10 INFO  TableMetadata:70 - HHH000126: Indexes: [customer_pkey]
2016-09-12 17:11:10 INFO  TableMetadata:66 - HHH000261: Table found: public.customer_order
2016-09-12 17:11:10 INFO  TableMetadata:67 - HHH000037: Columns: [updatedby, createddate, ordering, order_number, version, enabled, order_status, createby, email_address, name, updateddate, order_total, id, order_subtotal, submit_date, customer_id]
2016-09-12 17:11:10 INFO  TableMetadata:69 - HHH000108: Foreign keys: [fk_m56a4ox6ewviijxjlmbubxikk]
2016-09-12 17:11:10 INFO  TableMetadata:70 - HHH000126: Indexes: [customer_order_pkey]
2016-09-12 17:11:10 INFO  TableMetadata:66 - HHH000261: Table found: public.customer_order_item
2016-09-12 17:11:10 INFO  TableMetadata:67 - HHH000037: Columns: [updatedby, quantity, createddate, ordering, sku_id, version, sale_price, enabled, retail_price, createby, category_id, price, discounts_allowed, product_id, name, updateddate, id, order_id]
2016-09-12 17:11:10 INFO  TableMetadata:69 - HHH000108: Foreign keys: [fk_8vfdqjq0qv3t9cn6npq7q9pt5, fk_jtqdx3c8ljekayxuwf43t8x1w, fk_iamr1t8fddxhyq67q7xmrpsj1, fk_4i0y9ik658kfh7euc7voy2l5r]
2016-09-12 17:11:10 INFO  TableMetadata:70 - HHH000126: Indexes: [customer_order_item_pkey]
2016-09-12 17:11:10 INFO  TableMetadata:66 - HHH000261: Table found: public.media
2016-09-12 17:11:10 INFO  TableMetadata:67 - HHH000037: Columns: [createby, updatedby, createddate, updateddate, id, title, version, enabled, url]
2016-09-12 17:11:10 INFO  TableMetadata:69 - HHH000108: Foreign keys: []
2016-09-12 17:11:10 INFO  TableMetadata:70 - HHH000126: Indexes: [media_url_index, media_url_title, media_pkey]
2016-09-12 17:11:10 INFO  TableMetadata:66 - HHH000261: Table found: public.product
2016-09-12 17:11:10 INFO  TableMetadata:67 - HHH000037: Columns: [updatedby, createddate, ordering, version, enabled, url, brand_id, createby, category_id, default_sku_id, updateddate, can_sell_without_options, model, id]
2016-09-12 17:11:10 INFO  TableMetadata:69 - HHH000108: Foreign keys: [fk_8pkwitnmf2ldltk8xoeu53l9b, fk_e170op5kedic2jolyiimwqfaj, fk_b7afq93qsn7aoydaftixggf14]
2016-09-12 17:11:10 INFO  TableMetadata:70 - HHH000126: Indexes: [product_url_index, product_pkey]
2016-09-12 17:11:10 INFO  TableMetadata:66 - HHH000261: Table found: public.product_option
2016-09-12 17:11:10 INFO  TableMetadata:67 - HHH000037: Columns: [createby, updatedby, createddate, ordering, use_in_sku, name, updateddate, id, label, version, enabled, required]
2016-09-12 17:11:10 INFO  TableMetadata:69 - HHH000108: Foreign keys: []
2016-09-12 17:11:10 INFO  TableMetadata:70 - HHH000126: Indexes: [product_option_pkey]
2016-09-12 17:11:10 INFO  TableMetadata:66 - HHH000261: Table found: public.product_option_value
2016-09-12 17:11:10 INFO  TableMetadata:67 - HHH000037: Columns: [option_value, productoption_id, createby, updatedby, createddate, price_adjustment, ordering, updateddate, id, version, enabled]
2016-09-12 17:11:10 INFO  TableMetadata:69 - HHH000108: Foreign keys: [fk_3knmslph8esgxhlc8k1468k8r]
2016-09-12 17:11:10 INFO  TableMetadata:70 - HHH000126: Indexes: [product_option_value_pkey]
2016-09-12 17:11:10 INFO  TableMetadata:66 - HHH000261: Table found: public.role
2016-09-12 17:11:10 INFO  TableMetadata:67 - HHH000037: Columns: [createby, updatedby, role, createddate, name, updateddate, id, version, enabled]
2016-09-12 17:11:10 INFO  TableMetadata:69 - HHH000108: Foreign keys: []
2016-09-12 17:11:10 INFO  TableMetadata:70 - HHH000126: Indexes: [uk_7d8a768x6aiuvmsa24hqiharg, role_pkey, uk_33x416oeil31hpge9a6qc8jau]
2016-09-12 17:11:10 INFO  TableMetadata:66 - HHH000261: Table found: public.items_attributeslist
2016-09-12 17:11:10 INFO  TableMetadata:67 - HHH000037: Columns: [item, attributeslist_id]
2016-09-12 17:11:10 INFO  TableMetadata:69 - HHH000108: Foreign keys: [fk_axhmt4a8ood6t5q2q65je1nm1]
2016-09-12 17:11:10 INFO  TableMetadata:70 - HHH000126: Indexes: [items_attributeslist_pkey]
2016-09-12 17:11:10 INFO  TableMetadata:66 - HHH000261: Table found: public.lnk_category_attribute
2016-09-12 17:11:10 INFO  TableMetadata:67 - HHH000037: Columns: [category_id, attribute_id]
2016-09-12 17:11:10 INFO  TableMetadata:69 - HHH000108: Foreign keys: [fk_b2uymonh9sl4n37lgxny8vh9c, fk_loe6krpted1x3tq5uf1fll6jp]
2016-09-12 17:11:10 INFO  TableMetadata:70 - HHH000126: Indexes: [lnk_category_attribute_pkey]
2016-09-12 17:11:10 INFO  TableMetadata:66 - HHH000261: Table found: public.lnk_product_option
2016-09-12 17:11:10 INFO  TableMetadata:67 - HHH000037: Columns: [product_option_id, product_id]
2016-09-12 17:11:10 INFO  TableMetadata:69 - HHH000108: Foreign keys: [fk_ii0dl2br7crt3kb8maxjxijx2, fk_568pbxg9jj1juqlfr96711ibv]
2016-09-12 17:11:10 INFO  TableMetadata:70 - HHH000126: Indexes: [lnk_product_option_pkey]
2016-09-12 17:11:10 INFO  TableMetadata:66 - HHH000261: Table found: public.lnk_product_status
2016-09-12 17:11:10 INFO  TableMetadata:67 - HHH000037: Columns: [pstatus, sku_id]
2016-09-12 17:11:10 INFO  TableMetadata:69 - HHH000108: Foreign keys: [fk_1ccp5broiqv6tipq5l24d43ka]
2016-09-12 17:11:10 INFO  TableMetadata:70 - HHH000126: Indexes: [lnk_product_status_pkey]
2016-09-12 17:11:10 INFO  TableMetadata:66 - HHH000261: Table found: public.lnk_sku_image
2016-09-12 17:11:10 INFO  TableMetadata:67 - HHH000037: Columns: [images, ordering, sku_id]
2016-09-12 17:11:10 INFO  TableMetadata:69 - HHH000108: Foreign keys: [fk_mhmjsd3scttwmivt98hs6hhe3]
2016-09-12 17:11:10 INFO  TableMetadata:70 - HHH000126: Indexes: [lnk_sku_image_pkey]
2016-09-12 17:11:10 INFO  TableMetadata:66 - HHH000261: Table found: public.lnk_sku_option_value
